# consensus annotation file for panNode28120
# time: 2024-01-02 12:55:52.102590
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
NZ_FPBC01000003.1_265	686578.AFFX01000008_gene2743	0.0	1759.5	Gammaproteobacteria	aceE	GO:0000287,GO:0003674,GO:0003824,GO:0004738,GO:0005488,GO:0005515,GO:0008150,GO:0008152,GO:0016491,GO:0016903,GO:0019842,GO:0030976,GO:0036094,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043169,GO:0046872,GO:0046983,GO:0048037,GO:0050662,GO:0055114,GO:0097159,GO:1901363,GO:1901681	1.2.4.1	ko:K00163	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200	M00307	R00014,R00209,R01699,R03270	RC00004,RC00027,RC00627,RC02742,RC02744,RC02882	br01601,ko00000,ko00001,ko00002,ko01000			iAF1260.b0114
NZ_FPBC01000001.1_661	1395571.TMS3_0110675	9.53e-214	599.5	Gammaproteobacteria	accA	GO:0001676,GO:0003674,GO:0003824,GO:0003989,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009317,GO:0009329,GO:0009987,GO:0016053,GO:0016421,GO:0016874,GO:0016885,GO:0019752,GO:0032787,GO:0032991,GO:0042759,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0072330,GO:1901576,GO:1902494,GO:1990234	2.1.3.15,6.4.1.2	ko:K01962,ko:K01963	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000			iAF1260.b0185
NZ_FPBC01000020.1_4	287.DR97_2540	8.43e-218	631.3333333333334	Pseudomonas aeruginosa group	argF	GO:0000050,GO:0003674,GO:0003824,GO:0004585,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016740,GO:0016741,GO:0016743,GO:0019627,GO:0019752,GO:0033554,GO:0034641,GO:0042450,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0050896,GO:0051716,GO:0071704,GO:0071941,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.1.3.3	ko:K00611	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230	M00029,M00844	R01398	RC00096	ko00000,ko00001,ko00002,ko01000			iAF1260.b0273
NZ_FPBC01000001.1_870	1395571.TMS3_0123170	4.77e-189	537.75	Gammaproteobacteria	tesB	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006163,GO:0006629,GO:0006631,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009117,GO:0009150,GO:0009259,GO:0009987,GO:0016042,GO:0016054,GO:0016289,GO:0016787,GO:0016788,GO:0016790,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0042802,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0046483,GO:0047617,GO:0051186,GO:0055086,GO:0071704,GO:0072329,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901575		ko:K10805	ko01040,map01040				ko00000,ko00001,ko01000,ko01004			iAF1260.b0452
NZ_FPBC01000005.1_7	686578.AFFX01000009_gene2889	1.11e-116	329.5	Gammaproteobacteria	allA	GO:0003674,GO:0003824,GO:0016829,GO:0016840,GO:0016842,GO:0050385	4.3.2.3	ko:K01483	ko00230,ko01100,map00230,map01100		R00776	RC00153,RC00379	ko00000,ko00001,ko01000			iAF1260.b0505
NZ_FPBC01000006.1_192	1114970.PSF113_4241	4.15e-167	472.0	Pseudomonas fluorescens group	sdhB	GO:0000104,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016627,GO:0016999,GO:0017144,GO:0019752,GO:0022900,GO:0022904,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045273,GO:0045274,GO:0045281,GO:0045282,GO:0045333,GO:0048037,GO:0051536,GO:0051537,GO:0051538,GO:0051539,GO:0051540,GO:0055114,GO:0070469,GO:0070470,GO:0071704,GO:0071944,GO:0072350,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204	1.3.5.1,1.3.5.4	ko:K00240	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000			iAF1260.b0724
NZ_FPBC01000023.1_19	1395571.TMS3_0120775	9.24e-246	674.75	Gammaproteobacteria	nadA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008987,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016053,GO:0017144,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0019805,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046496,GO:0046874,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0055086,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	2.5.1.72	ko:K03517	ko00760,ko01100,map00760,map01100	M00115	R04292	RC01119	ko00000,ko00001,ko00002,ko01000			iAF1260.b0750
NZ_FPBC01000012.1_46	1395571.TMS3_0101860	9.63e-196	553.0	Gammaproteobacteria	potH	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0015695,GO:0015696,GO:0015846,GO:0015847,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032991,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351		ko:K11075	ko02010,map02010	M00300			ko00000,ko00001,ko00002,ko02000	3.A.1.11.2		iAF1260.b0856
NZ_FPBC01000026.1_5	686578.AFFX01000008_gene2844	1.1e-140	409.6666666666667	Gammaproteobacteria	artQ	GO:0003333,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0015711,GO:0015802,GO:0015807,GO:0015809,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0043090,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0089718,GO:0097638,GO:0098655,GO:0098656,GO:0098657,GO:0098739,GO:1902023,GO:1902475,GO:1903400,GO:1903825,GO:1903826,GO:1905039,GO:1990822		ko:K02029,ko:K09999	ko02010,map02010	M00229,M00236			ko00000,ko00001,ko00002,ko02000	3.A.1.3,3.A.1.3.3		iAF1260.b0862
NZ_FPBC01000001.1_132	743720.Psefu_2885	1.63e-158	466.25	Pseudomonas putida group	kdsB	GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005996,GO:0006082,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008690,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016053,GO:0016740,GO:0016772,GO:0016779,GO:0019294,GO:0019752,GO:0033692,GO:0034637,GO:0034645,GO:0043167,GO:0043169,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046364,GO:0046394,GO:0046400,GO:0046401,GO:0046872,GO:0070567,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	2.7.7.38	ko:K00979	ko00540,ko01100,map00540,map01100	M00063	R03351,R11396	RC00152,RC00910	ko00000,ko00001,ko00002,ko01000,ko01005			iAF1260.b0918
NZ_FPBC01000001.1_105	1149133.ppKF707_1560	4.2e-120	351.75	Pseudomonas aeruginosa group	fabA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0008693,GO:0009058,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016860,GO:0016863,GO:0019171,GO:0019752,GO:0032787,GO:0034017,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0047451,GO:0071704,GO:0072330,GO:1901576	4.2.1.59,5.3.3.14	ko:K01716	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00083	R04428,R04535,R04537,R04544,R04568,R04954,R04965,R07639	RC00831,RC01078,RC01095	ko00000,ko00001,ko00002,ko01000,ko01004			iAF1260.b0954
NZ_FPBC01000005.1_32	1395571.TMS3_0122400	2.4499999999999997e-270	763.5	Gammaproteobacteria	fabF	GO:0003674,GO:0003824,GO:0004312,GO:0004315,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0033817,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:0072330,GO:1901576	2.3.1.179	ko:K09458	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004			iAF1260.b1095
NZ_FPBC01000006.1_119	686578.AFFX01000001_gene1613	7.29e-316	860.5	Gammaproteobacteria	purB	GO:0003674,GO:0003824,GO:0004018,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016829,GO:0016840,GO:0016842,GO:0033554,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716	4.3.2.2	ko:K01756	ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130	M00048,M00049	R01083,R04559	RC00379,RC00444,RC00445	ko00000,ko00001,ko00002,ko01000			iAF1260.b1131
NZ_FPBC01000016.1_107	1182590.BN5_00704	5.38e-227	625.25	Pseudomonas aeruginosa group	prs	GO:0000287,GO:0003674,GO:0003824,GO:0004749,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006015,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016772,GO:0016778,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0042301,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046391,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000			iAF1260.b1207
NZ_FPBC01000001.1_343	32042.PstZobell_14001	7.02e-121	367.25	Pseudomonas stutzeri group	cobO	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008817,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0019250,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042364,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.17	ko:K16092,ko:K19221	ko00860,ko01100,map00860,map01100	M00122	R01492,R05220,R07268	RC00533	ko00000,ko00001,ko00002,ko01000,ko02000	1.B.14.3		iAF1260.b1270
